study,scenario,K,euler_steps,paths,method,output_path,runtime_seconds
path_48,ATM,100,48,60000,hybrid,D:\Mara PhD\Paper-C\To be deleted\full_numerical_studies\bgk_r02_calibrated_t1_nex12\results\reference_values\path_sweep\bgk_r02_calibrated_t1_nex12_path_sweep_k100_steps48_direct_ref1200_paths1200000_table.csv,107.731596
path_48,ITM put,110,48,250,benchmark,D:\Mara PhD\Paper-C\To be deleted\full_numerical_studies\bgk_r02_calibrated_t1_nex12\results\reference_values\path_sweep\bgk_r02_calibrated_t1_nex12_path_sweep_k110_steps48_direct_ref1200_paths1200000_table.csv,0.171490
path_48,ITM put,110,48,250,hybrid,D:\Mara PhD\Paper-C\To be deleted\full_numerical_studies\bgk_r02_calibrated_t1_nex12\results\reference_values\path_sweep\bgk_r02_calibrated_t1_nex12_path_sweep_k110_steps48_direct_ref1200_paths1200000_table.csv,1.042356
path_48,ITM put,110,48,500,benchmark,D:\Mara PhD\Paper-C\To be deleted\full_numerical_studies\bgk_r02_calibrated_t1_nex12\results\reference_values\path_sweep\bgk_r02_calibrated_t1_nex12_path_sweep_k110_steps48_direct_ref1200_paths1200000_table.csv,0.179879
path_48,ITM put,110,48,500,hybrid,D:\Mara PhD\Paper-C\To be deleted\full_numerical_studies\bgk_r02_calibrated_t1_nex12\results\reference_values\path_sweep\bgk_r02_calibrated_t1_nex12_path_sweep_k110_steps48_direct_ref1200_paths1200000_table.csv,1.929613
path_48,ITM put,110,48,1000,benchmark,D:\Mara PhD\Paper-C\To be deleted\full_numerical_studies\bgk_r02_calibrated_t1_nex12\results\reference_values\path_sweep\bgk_r02_calibrated_t1_nex12_path_sweep_k110_steps48_direct_ref1200_paths1200000_table.csv,0.178829
path_48,ITM put,110,48,1000,hybrid,D:\Mara PhD\Paper-C\To be deleted\full_numerical_studies\bgk_r02_calibrated_t1_nex12\results\reference_values\path_sweep\bgk_r02_calibrated_t1_nex12_path_sweep_k110_steps48_direct_ref1200_paths1200000_table.csv,3.700412
path_48,ITM put,110,48,2000,benchmark,D:\Mara PhD\Paper-C\To be deleted\full_numerical_studies\bgk_r02_calibrated_t1_nex12\results\reference_values\path_sweep\bgk_r02_calibrated_t1_nex12_path_sweep_k110_steps48_direct_ref1200_paths1200000_table.csv,0.175433
path_48,ITM put,110,48,2000,hybrid,D:\Mara PhD\Paper-C\To be deleted\full_numerical_studies\bgk_r02_calibrated_t1_nex12\results\reference_values\path_sweep\bgk_r02_calibrated_t1_nex12_path_sweep_k110_steps48_direct_ref1200_paths1200000_table.csv,5.467023
path_48,ITM put,110,48,5000,benchmark,D:\Mara PhD\Paper-C\To be deleted\full_numerical_studies\bgk_r02_calibrated_t1_nex12\results\reference_values\path_sweep\bgk_r02_calibrated_t1_nex12_path_sweep_k110_steps48_direct_ref1200_paths1200000_table.csv,0.195239
